,assetClass,beta3Yr,cost,date,distYield,dnow,modelOad,numHoldings,optionAdjustedSpread,priceBook,priceEarnings,sharesOutstanding,standardDeviation3Yr,thirtyDaySecYield,ticker,totalNetAssets,twelveMonTrlYld,weightedAvgCoupon,weightedAvgLife,yieldToWorst,link
165,Fixed Income,0.0,0.0006,2019-06-17 00:00:00.000000,0.026600000000000002,2019-06-18 10:31:22.697363,2.23,1661.0,66.0,,,35800000.0,0.0129,0.027000000000000003,SLQD,1813511177.0,0.0276,0.032,2.36,0.026000000000000002,https://www.ishares.com/us/products/258098/ishares-05-year-investment-grade-corporate-bond-etf
166,Fixed Income,-0.01,0.0018,2019-06-17 00:00:00.000000,0.0143,2019-06-18 10:31:25.264909,,1354.0,,,,10950000.0,0.025699999999999997,0.0127,IBMJ,281685813.0,0.0138,0.0478,2.07,0.0137,https://www.ishares.com/us/products/276546/ishares-ibonds-dec-2021-amt-free-muni-bond-etf
167,Equity,1.23,0.0043,2019-06-17 00:00:00.000000,0.04019999999999999,2019-06-18 10:31:31.408126,,66.0,,1.47,13.74,20900000.0,0.19949999999999998,0.0315,IYE,688030874.0,0.030600000000000002,,,,https://www.ishares.com/us/products/239507/ishares-us-energy-etf
168,Equity,-0.05,0.0039000000000000003,2019-06-17 00:00:00.000000,0.0109,2019-06-18 10:31:34.839105,,33.0,,1.17,22.37,7100000.0,0.3119,0.0113,SLVP,60908970.0,0.0134,,,,https://www.ishares.com/us/products/239656/ishares-msci-global-silver-miners-etf
169,Equity,0.82,0.004699999999999999,2019-06-17 00:00:00.000000,0.022099999999999998,2019-06-18 10:31:39.754481,,107.0,,1.65,14.13,3050000.0,0.1258,0.024399999999999998,MXI,191273243.0,0.026099999999999998,,,,https://www.ishares.com/us/products/239748/ishares-global-materials-etf
170,Equity,1.28,0.003,2019-06-17 00:00:00.000000,0.0018,2019-06-18 10:31:44.831378,,243.0,,4.04,30.41,1100000.0,0.16879999999999998,0.0022,JKK,220089916.0,0.0031,,,,https://www.ishares.com/us/products/239587/ishares-morningstar-smallcap-growth-etf
171,Fixed Income,,0.0034999999999999996,2019-06-17 00:00:00.000000,,2019-06-18 10:31:46.158616,1.41,117.0,289.0,,,500000.0,,0.048799999999999996,IBHA,12473752.0,,0.0617,1.58,0.049699999999999994,https://www.ishares.com/us/products/308559/ishares-ibonds-2021-term-high-yield-and-income-etf
172,Fixed Income,0.02,0.001,2019-06-17 00:00:00.000000,0.030699999999999998,2019-06-18 10:31:48.832029,4.42,391.0,101.0,,,20100000.0,0.0339,0.0297,IBDP,505705740.0,0.0327,0.037599999999999995,4.81,0.028999999999999998,https://www.ishares.com/us/products/272345/ishares-ibonds-dec-2024-corporate-etf
173,Equity,0.74,0.003,2019-06-17 00:00:00.000000,0.023700000000000002,2019-06-18 10:31:51.280459,,332.0,,0.86,10.16,13600000.0,0.1195,0.0333,IVLU,304236349.0,0.0276,,,,https://www.ishares.com/us/products/275382/ishares-msci-international-developed-value-factor-etf
174,Real Estate,0.54,0.0034000000000000002,2019-06-17 00:00:00.000000,0.0263,2019-06-18 10:31:57.348173,,30.0,,3.21,,19900000.0,0.1316,0.0225,ICF,2312291134.0,0.0269,,,,https://www.ishares.com/us/products/239482/ishares-cohen-steers-reit-etf
175,Equity,0.23,0.0043,2019-06-17 00:00:00.000000,0.0302,2019-06-18 10:32:03.242040,,48.0,,2.21,22.14,5550000.0,0.11289999999999999,0.0275,IDU,842674377.0,0.0263,,,,https://www.ishares.com/us/products/239524/ishares-us-utilities-etf
176,Fixed Income,,0.0012,2019-06-17 00:00:00.000000,0.026600000000000002,2019-06-18 10:32:05.179101,2.66,377.0,75.0,,,3900000.0,,0.026600000000000002,SUSB,98009303.0,0.0279,0.0329,2.83,0.0265,https://www.ishares.com/us/products/288490/
177,Equity,0.73,0.0053,2019-06-17 00:00:00.000000,0.0109,2019-06-18 10:32:08.817314,,65.0,,1.56,14.32,1200000.0,0.1462,0.0275,ENOR,28390771.0,0.026699999999999998,,,,https://www.ishares.com/us/products/239673/ishares-msci-norway-capped-etf
178,Fixed Income,0.02,0.0034999999999999996,2019-06-17 00:00:00.000000,0.0,2019-06-18 10:32:13.399952,8.8,702.0,,,,19150000.0,0.0663,0.0016,IGOV,953253359.0,0.003,0.0227,10.24,0.0034000000000000002,https://www.ishares.com/us/products/239830/ishares-international-treasury-bond-etf
179,Fixed Income,0.04,0.001,2019-06-17 00:00:00.000000,0.0311,2019-06-18 10:32:16.241786,5.21,357.0,109.0,,,17100000.0,0.0384,0.0311,IBDQ,431597990.0,0.0334,0.038,5.77,0.030299999999999997,https://www.ishares.com/us/products/272346/ishares-ibonds-dec-2025-corporate-etf
180,Equity,0.75,0.0031,2019-06-17 00:00:00.000000,0.009899999999999999,2019-06-18 10:32:20.474227,,1336.0,,1.58,14.08,79200000.0,0.1107,0.026099999999999998,ACWX,3582832598.0,0.024700000000000003,,,,https://www.ishares.com/us/products/239594/ishares-msci-acwi-ex-us-etf
181,Fixed Income,-0.01,0.001,2019-06-17 00:00:00.000000,0.0248,2019-06-18 10:32:23.775848,3.03,207.0,58.0,,,1050000.0,0.0278,0.025,IBCE,25552431.0,0.0271,0.027999999999999997,3.18,0.024300000000000002,https://www.ishares.com/us/products/251477/isharesbond-mar-2023-corporate-exfinancials-term-etf
182,Equity,0.92,0.0008,2019-06-17 00:00:00.000000,0.024700000000000003,2019-06-18 10:32:31.897277,,480.0,,3.07,18.27,198500000.0,0.11130000000000001,0.0254,DGRO,7460776925.0,0.0233,,,,https://www.ishares.com/us/products/264623/ishares-core-dividend-growth-etf
183,Equity,1.17,0.004699999999999999,2019-06-17 00:00:00.000000,0.0066,2019-06-18 10:32:37.941400,,287.0,,6.58,25.19,7650000.0,0.15990000000000001,0.0049,IGM,1613843954.0,0.0052,,,,https://www.ishares.com/us/products/239769/ishares-north-american-tech-etf
184,Fixed Income,0.01,0.0025,2019-06-17 00:00:00.000000,0.0264,2019-06-18 10:32:41.059036,0.47,407.0,55.0,,,129000000.0,0.0034000000000000002,0.0265,NEAR,6483628274.0,0.0258,0.0287,1.25,0.027999999999999997,https://www.ishares.com/us/products/239854/ishares-short-maturity-bond-etf
185,Fixed Income,,0.0006,2019-06-17 00:00:00.000000,0.0384,2019-06-18 10:32:42.973668,13.72,244.0,168.0,,,250000.0,,0.0408,LLQD,12468808.0,0.040999999999999995,0.0495,23.4,0.0415,https://www.ishares.com/us/products/290142/
186,Equity,,0.0018,2019-06-17 00:00:00.000000,0.0196,2019-06-18 10:32:44.577062,,123.0,,,,150000.0,,0.0254,IECS,4040844.0,0.0326,,,0.0001,https://www.ishares.com/us/products/292415/
187,Equity,1.01,0.0015,2019-06-17 00:00:00.000000,0.0115,2019-06-18 10:32:47.652821,,643.0,,2.58,18.53,4200000.0,0.1219,0.0172,SIZE,373678319.0,0.0207,,,,https://www.ishares.com/us/products/251465/ishares-msci-usa-size-factor-etf
188,Equity,0.8,0.0039000000000000003,2019-06-17 00:00:00.000000,0.0378,2019-06-18 10:32:53.045765,,100.0,,1.98,14.09,175550000.0,0.1014,0.039900000000000005,DVY,17081254014.0,0.0351,,,,https://www.ishares.com/us/products/239500/ishares-select-dividend-etf
189,Equity,0.62,0.004699999999999999,2019-06-17 00:00:00.000000,0.0626,2019-06-18 10:33:01.476732,,69.0,,2.05,17.31,63600000.0,0.1143,0.0395,EWA,1376827312.0,0.053899999999999997,,,,https://www.ishares.com/us/products/239607/ishares-msci-australia-etf
190,Fixed Income,0.01,0.0019,2019-06-17 00:00:00.000000,0.062,2019-06-18 10:33:07.141668,7.52,38.0,,,,177700000.0,0.0311,0.0675,TIP,20264591545.0,0.0218,0.0063,8.16,,https://www.ishares.com/us/products/239467/ishares-tips-bond-etf
191,Fixed Income,-0.04,0.0025,2019-06-17 00:00:00.000000,0.0265,2019-06-18 10:33:10.661015,5.06,499.0,64.0,,,7000000.0,0.030299999999999997,0.0288,CMBS,367334039.0,0.0269,0.0349,5.71,0.0259,https://www.ishares.com/us/products/239459/ishares-cmbs-etf
192,Equity,,0.0025,2019-06-17 00:00:00.000000,0.0,2019-06-18 10:33:12.080964,,40.0,,1.2,11.65,650000.0,,0.026099999999999998,FOVL,31338074.0,,,,,https://www.ishares.com/us/products/307330/ishares-focused-value-factor-etf
193,Equity,1.02,0.002,2019-06-17 00:00:00.000000,0.0176,2019-06-18 10:33:19.825408,,1224.0,,3.11,20.39,8400000.0,0.1189,0.0176,IYY,1206381086.0,0.0179,,,,https://www.ishares.com/us/products/239513/ishares-dow-jones-us-etf
194,Fixed Income,0.05,0.0034999999999999996,2019-06-17 00:00:00.000000,0.0,2019-06-18 10:33:24.291023,1.87,90.0,,,,850000.0,0.0562,0.0018,ISHG,67065555.0,0.0181,0.0212,1.85,-0.0009,https://www.ishares.com/us/products/239829/ishares-13-year-international-treasury-bond-etf
195,Equity,1.18,0.0043,2019-06-17 00:00:00.000000,0.0138,2019-06-18 10:33:29.218380,,34.0,,4.94,20.25,23650000.0,0.16870000000000002,0.0108,ITA,4892264719.0,0.0105,,,,https://www.ishares.com/us/products/239502/ishares-us-aerospace-defense-etf
196,Equity,0.92,0.0025,2019-06-17 00:00:00.000000,0.018000000000000002,2019-06-18 10:33:33.871625,,1333.0,,2.55,18.69,2100000.0,0.1104,0.0217,TOK,139506050.0,0.024700000000000003,,,,https://www.ishares.com/us/products/239668/ishares-msci-kokusai-etf
197,Equity,0.53,0.0055000000000000005,2019-06-17 00:00:00.000000,0.052300000000000006,2019-06-18 10:33:37.300123,,101.0,,,,2850000.0,0.1045,0.040999999999999995,IPFF,41771425.0,0.0473,,,,https://www.ishares.com/us/products/239759/ishares-international-preferred-stock-etf
198,Equity,0.87,0.004699999999999999,2019-06-17 00:00:00.000000,0.0275,2019-06-18 10:33:44.079720,,89.0,,1.84,14.88,92600000.0,0.1291,0.022099999999999998,EWC,2584507813.0,0.0232,,,,https://www.ishares.com/us/products/239615/ishares-msci-canada-etf
199,Equity,0.91,0.0043,2019-06-17 00:00:00.000000,0.013600000000000001,2019-06-18 10:33:49.903556,,129.0,,3.99,26.1,10950000.0,0.1341,0.012199999999999999,IYH,2104768959.0,0.0194,,,,https://www.ishares.com/us/products/239511/ishares-us-healthcare-etf
200,Equity,1.24,0.0019,2019-06-17 00:00:00.000000,0.0134,2019-06-18 10:33:57.623969,,1985.0,,2.05,16.89,270850000.0,0.1674,0.013300000000000001,IWM,41238225613.0,0.0132,,,,https://www.ishares.com/us/products/239710/ishares-russell-2000-etf
201,Equity,1.05,0.0043,2019-06-17 00:00:00.000000,0.0222,2019-06-18 10:34:03.619845,,50.0,,1.75,14.23,4200000.0,0.1384,0.019299999999999998,IYM,386052584.0,0.0174,,,,https://www.ishares.com/us/products/239503/ishares-us-basic-materials-etf
202,Equity,0.77,0.01,2019-06-17 00:00:00.000000,0.0,2019-06-18 10:34:06.523541,,1.0,,,,6650000.0,0.13019999999999998,0.0274,HEWG,178666219.0,0.0254,,,,https://www.ishares.com/us/products/259623/ishares-currency-hedged-msci-germany-etf
203,Fixed Income,,0.0018,2019-06-17 00:00:00.000000,0.0365,2019-06-18 10:34:08.546557,7.27,385.0,143.0,,,1900000.0,,0.0347,IGEB,96013738.0,0.0351,0.0424,9.81,0.035,https://www.ishares.com/us/products/288302/ishares-edge-investment-grade-enhanced-bond-etf-fund
204,Fixed Income,,0.0022,2019-06-17 00:00:00.000000,0.0571,2019-06-18 10:34:10.589732,3.54,1750.0,398.0,,,31550000.0,,0.063,USHY,1271921981.0,0.061900000000000004,0.0633,4.66,0.0617,https://www.ishares.com/us/products/291299/ishares-broad-usd-high-yield-corporate-bond-etf-fund
205,Equity,1.23,0.0043,2019-06-17 00:00:00.000000,0.0208,2019-06-18 10:34:16.534034,,216.0,,4.73,20.81,5900000.0,0.1514,0.0125,IYJ,906544112.0,0.0138,,,,https://www.ishares.com/us/products/239514/ishares-us-industrials-etf
206,Equity,1.26,0.003,2019-06-17 00:00:00.000000,0.0276,2019-06-18 10:34:23.682442,,235.0,,1.36,11.7,3000000.0,0.1728,0.0277,JKL,400775831.0,0.025,,,,https://www.ishares.com/us/products/239588/ishares-morningstar-smallcap-value-etf
207,Fixed Income,,0.001,2019-06-17 00:00:00.000000,0.032,2019-06-18 10:34:25.881694,6.05,348.0,123.0,,,10900000.0,,0.0329,IBDR,268402635.0,0.0344,0.0355,6.83,0.0322,https://www.ishares.com/us/products/285027/ishares-ibonds-dec-2026-term-corporate-etf-fund
208,Fixed Income,0.06,0.0015,2019-06-17 00:00:00.000000,0.0339,2019-06-18 10:34:31.853591,8.66,2014.0,134.0,,,278500000.0,0.0467,0.035,LQD,33829744158.0,0.035,0.041299999999999996,12.79,0.0349,https://www.ishares.com/us/products/239566/ishares-iboxx-investment-grade-corporate-bond-etf
209,Equity,,0.004699999999999999,2019-06-17 00:00:00.000000,,2019-06-18 10:34:32.873381,,39.0,,6.49,31.54,150000.0,,,IHAK,3764975.0,,,,0.0003,https://www.ishares.com/us/products/307352/ishares-cybersecurity-and-tech-etf-fund
210,Equity,0.96,0.0043,2019-06-17 00:00:00.000000,0.0036,2019-06-18 10:34:37.889485,,47.0,,2.55,20.31,5200000.0,0.161,0.0062,IHF,886513576.0,0.0403,,,,https://www.ishares.com/us/products/239510/ishares-us-healthcare-providers-etf
211,Equity,0.98,0.004699999999999999,2019-06-17 00:00:00.000000,0.0191,2019-06-18 10:34:44.065144,,190.0,,1.22,12.78,5450000.0,0.14400000000000002,0.0276,IXG,338159548.0,0.028999999999999998,,,,https://www.ishares.com/us/products/239742/ishares-global-financials-etf
212,Real Estate,0.62,0.0048,2019-06-17 00:00:00.000000,0.0344,2019-06-18 10:34:48.578717,,106.0,,0.99,,700000.0,0.1438,0.028999999999999998,IFEU,25828693.0,0.0467,,,,https://www.ishares.com/us/products/239539/ishares-europe-developed-real-estate-etf
213,Equity,1.01,0.0043,2019-06-17 00:00:00.000000,0.022799999999999997,2019-06-18 10:34:54.876504,,283.0,,1.82,17.99,13600000.0,0.13570000000000002,0.0187,IYF,1682596592.0,0.0182,,,,https://www.ishares.com/us/products/239508/ishares-us-financials-etf
214,Fixed Income,-0.05,0.0012,2019-06-17 00:00:00.000000,0.0271,2019-06-18 10:34:59.732549,2.25,925.0,39.0,,,156200000.0,0.0248,0.0278,MBB,16721951138.0,0.0269,0.0371,5.31,0.028300000000000002,https://www.ishares.com/us/products/239465/ishares-mbs-etf
215,Equity,1.06,0.002,2019-06-17 00:00:00.000000,0.0134,2019-06-18 10:35:03.768323,,128.0,,7.49,24.61,16800000.0,0.13,0.0121,IWY,1420972267.0,0.012,,,,https://www.ishares.com/us/products/239720/ishares-russell-top-200-growth-etf
216,Equity,1.18,0.0025,2019-06-17 00:00:00.000000,0.0146,2019-06-18 10:35:09.052681,,275.0,,2.07,17.52,1350000.0,0.1567,0.013500000000000002,JKJ,231048968.0,0.0147,,,,https://www.ishares.com/us/products/239586/ishares-morningstar-smallcap-etf
217,Multi Asset,0.26,0.0032,2019-06-17 00:00:00.000000,0.0222,2019-06-18 10:35:17.000272,,7.0,,,,14550000.0,0.0395,0.0276,AOK,507876793.0,0.025699999999999997,,,,https://www.ishares.com/us/products/239733/ishares-conservative-allocation-etf
218,Equity,,0.0015,2019-06-17 00:00:00.000000,0.0,2019-06-18 10:35:18.515993,,315.0,,1.2,13.7,200000.0,,0.0202,EWJE,6474809.0,0.0,,,,https://www.ishares.com/us/products/307265/
219,Equity,,0.0015,2019-06-17 00:00:00.000000,0.0172,2019-06-18 10:35:20.612478,,314.0,,3.28,20.43,3700000.0,,0.0181,ESGU,234599351.0,0.0171,,,,https://www.ishares.com/us/products/286007/ishares-esg-msci-usa-etf-fund
220,Equity,1.04,0.0043,2019-06-17 00:00:00.000000,0.018799999999999997,2019-06-18 10:35:25.563580,,45.0,,2.93,26.25,2350000.0,0.15289999999999998,0.0147,IHE,341420330.0,0.0127,,,,https://www.ishares.com/us/products/239519/ishares-us-pharmaceuticals-etf
221,Equity,1.03,0.0003,2019-06-17 00:00:00.000000,0.0182,2019-06-18 10:35:32.974825,,3543.0,,3.03,20.16,312500000.0,0.1206,0.018799999999999997,ITOT,20447427281.0,0.019299999999999998,,,,https://www.ishares.com/us/products/239724/ishares-core-sp-total-us-stock-market-etf
222,Equity,0.71,0.001,2019-06-17 00:00:00.000000,0.0263,2019-06-18 10:35:35.811328,,798.0,,1.3,13.53,18600000.0,0.1036,0.0273,IPAC,1006258826.0,0.0277,,,,https://www.ishares.com/us/products/264619/ishares-core-msci-pacific-etf
223,Equity,0.81,0.004699999999999999,2019-06-17 00:00:00.000000,0.009300000000000001,2019-06-18 10:35:41.856706,,251.0,,1.56,15.02,153600000.0,0.1422,0.0235,EZU,5863141640.0,0.0321,,,,https://www.ishares.com/us/products/239644/ishares-msci-emu-etf
224,Commodity,0.53,0.0048,2019-06-17 00:00:00.000000,0.3712,2019-06-18 10:35:45.011616,,185.0,,,,9500000.0,0.1074,0.022799999999999997,COMT,300780549.0,0.1105,,,,https://www.ishares.com/us/products/270319/ishares-commodity-etf
225,Equity,1.17,0.006,2019-06-17 00:00:00.000000,0.0129,2019-06-18 10:35:55.489550,,1429.0,,1.72,13.47,9450000.0,0.17489999999999997,0.0104,IWC,858675563.0,0.01,,,,https://www.ishares.com/us/products/239716/ishares-microcap-etf
226,Equity,1.26,0.0007000000000000001,2019-06-17 00:00:00.000000,0.0169,2019-06-18 10:36:02.298046,,602.0,,1.83,17.95,564300000.0,0.1747,0.0158,IJR,42801405500.0,0.015300000000000001,,,,https://www.ishares.com/us/products/239774/ishares-core-sp-smallcap-etf
227,Equity,0.99,0.004699999999999999,2019-06-17 00:00:00.000000,0.023399999999999997,2019-06-18 10:36:08.604271,,27.0,,1.12,10.14,3200000.0,0.1739,0.0141,EWO,61713459.0,0.038,,,,https://www.ishares.com/us/products/239609/ishares-msci-austria-capped-etf
228,Fixed Income,,0.0018,2019-06-17 00:00:00.000000,0.026099999999999998,2019-06-18 10:36:09.962271,,69.0,,,,150000.0,,0.0161,IBMQ,3850887.0,,0.0653,8.43,0.0154,https://www.ishares.com/us/products/308051/
229,,,,2019-06-17 10:36:12.597738,,2019-06-18 10:36:12.597758,,,,,,,,,,,,,,,https://www.ishares.com/uk/institutional/en/products/239520/ishares-us-real-estate-etf
230,Real Estate,0.49,0.0048,2019-06-17 00:00:00.000000,0.0699,2019-06-18 10:36:16.943239,,35.0,,1.05,,29800000.0,0.11449999999999999,0.0876,REM,1234235570.0,0.0924,,,,https://www.ishares.com/us/products/239543/ishares-mortgage-real-estate-capped-etf
231,Fixed Income,-0.04,0.002,2019-06-17 00:00:00.000000,0.0246,2019-06-18 10:36:21.931198,6.57,1712.0,50.0,,,2650000.0,0.0345,0.024900000000000002,GBF,305976777.0,0.025699999999999997,0.030600000000000002,8.85,0.0255,https://www.ishares.com/us/products/239462/ishares-governmentcredit-bond-etf
232,Fixed Income,,0.0034999999999999996,2019-06-17 00:00:00.000000,,2019-06-18 10:36:23.329292,1.83,142.0,351.0,,,400000.0,,0.0546,IBHB,9990997.0,,0.061399999999999996,2.01,0.0558,https://www.ishares.com/us/products/308561/ishares-ibonds-2022-term-high-yield-and-income-etf
233,Fixed Income,0.03,0.002,2019-06-17 00:00:00.000000,0.0281,2019-06-18 10:36:27.331580,0.14,695.0,50.0,,,194900000.0,0.005,0.0282,FLOT,9911892359.0,0.0281,0.0316,1.83,0.0291,https://www.ishares.com/us/products/239534/ishares-floating-rate-bond-etf
234,Equity,,0.004699999999999999,2019-06-17 00:00:00.000000,,2019-06-18 10:36:28.557597,,100.0,,1.59,11.22,300000.0,,0.0227,IDRV,6828874.0,,,,0.0001,https://www.ishares.com/us/products/307332/
235,Equity,0.93,0.0039000000000000003,2019-06-17 00:00:00.000000,0.03,2019-06-18 10:36:31.907513,,212.0,,1.3,11.73,2400000.0,0.163,0.0336,FILL,46560815.0,0.030299999999999997,,,,https://www.ishares.com/us/products/239653/ishares-msci-global-energy-producers-etf
236,Fixed Income,,0.0034999999999999996,2019-06-17 00:00:00.000000,,2019-06-18 10:36:33.342054,2.38,211.0,390.0,,,500000.0,,0.0587,IBHC,12477647.0,,0.061500000000000006,2.95,0.0601,https://www.ishares.com/us/products/308563/ishares-ibonds-2023-term-high-yield-and-income-etf
237,Real Estate,0.58,0.0014000000000000002,2019-06-17 00:00:00.000000,0.0407,2019-06-18 10:36:36.009905,,298.0,,1.67,,58800000.0,0.1175,0.035,REET,1589403850.0,0.051100000000000007,,,,https://www.ishares.com/us/products/268752/ishares-global-reit-etf
238,Fixed Income,-0.03,0.0007000000000000001,2019-06-17 00:00:00.000000,0.023700000000000002,2019-06-18 10:36:41.483605,,3759.0,,,,112700000.0,0.0338,0.0191,MUB,12700655489.0,0.025,0.0471,5.54,0.019299999999999998,https://www.ishares.com/us/products/239766/ishares-national-amtfree-muni-bond-etf
239,Equity,0.77,0.0049,2019-06-17 00:00:00.000000,0.0169,2019-06-18 10:36:43.542697,,103.0,,2.43,17.63,950000.0,0.1099,0.019799999999999998,SDG,53978878.0,0.023799999999999998,,,,https://www.ishares.com/us/products/283378/
240,Equity,1.23,0.0043,2019-06-17 00:00:00.000000,0.0213,2019-06-18 10:36:49.094926,,120.0,,1.76,14.08,10450000.0,0.18359999999999999,0.0171,IYG,1361759800.0,0.0174,,,,https://www.ishares.com/us/products/239509/ishares-us-financial-services-etf
241,Equity,1.24,0.0025,2019-06-17 00:00:00.000000,0.0096,2019-06-18 10:36:55.581535,,333.0,,2.56,21.13,30200000.0,0.1711,0.0102,IJT,5354454225.0,0.0088,,,,https://www.ishares.com/us/products/239773/ishares-sp-smallcap-600-growth-etf
242,Fixed Income,,0.0034999999999999996,2019-06-17 00:00:00.000000,0.0562,2019-06-18 10:36:57.519808,3.44,208.0,398.0,,,400000.0,,0.0632,HYDB,19675019.0,0.059800000000000006,0.0633,4.39,0.0616,https://www.ishares.com/us/products/288478/ishares-edge-high-yield-defensive-bond-etf-fund
243,Equity,1.09,0.0043,2019-06-17 00:00:00.000000,0.008,2019-06-18 10:37:08.062645,,168.0,,5.11,26.08,4200000.0,0.1387,0.0076,IYC,906578087.0,0.0077,,,,https://www.ishares.com/us/products/239506/ishares-us-consumer-services-etf
244,Equity,1.0,0.0018,2019-06-17 00:00:00.000000,0.0281,2019-06-18 10:37:14.108172,,383.0,,2.24,15.86,132850000.0,0.1225,0.024399999999999998,IVE,15133986372.0,0.0256,,,,https://www.ishares.com/us/products/239728/ishares-sp-500-value-etf
245,Equity,0.74,0.003,2019-06-17 00:00:00.000000,0.0192,2019-06-18 10:37:17.201184,,911.0,,1.42,14.6,200000.0,0.1054,0.024900000000000002,ISZE,5113133.0,0.028399999999999998,,,,https://www.ishares.com/us/products/275384/ishares-msci-international-developed-size-factor-etf
246,Fixed Income,0.0,0.001,2019-06-17 00:00:00.000000,0.027000000000000003,2019-06-18 10:37:19.897158,2.76,534.0,76.0,,,34400000.0,0.0254,0.0268,IBDN,860876935.0,0.0286,0.032400000000000005,2.89,0.0262,https://www.ishares.com/us/products/272343/ishares-ibonds-dec-2022-corporate-etf
247,Equity,0.63,0.0109,2019-06-17 00:00:00.000000,0.031400000000000004,2019-06-18 10:37:22.336487,,1.0,,,,1500000.0,0.0949,0.023,HEWC,39687868.0,0.0256,,,,https://www.ishares.com/us/products/273775/ishares-currency-hedged-msci-canada-etf
248,Equity,,0.004,2019-06-17 00:00:00.000000,0.018500000000000003,2019-06-18 10:37:23.857134,,150.0,,1.99,17.88,250000.0,,0.0179,IFRA,6563586.0,0.026699999999999998,,,,https://www.ishares.com/us/products/294315/
249,Equity,0.86,0.0040999999999999995,2019-06-17 00:00:00.000000,0.0199,2019-06-18 10:37:27.255984,,143.0,,1.67,15.53,1050000.0,0.1159,0.021,VEGI,28796953.0,0.02,,,,https://www.ishares.com/us/products/239652/ishares-msci-global-agriculture-producers-etf
250,Equity,0.7,0.0048,2019-06-17 00:00:00.000000,0.0161,2019-06-18 10:37:32.663201,,393.0,,1.25,13.05,1950000.0,0.10679999999999999,0.0183,JPXN,112184213.0,0.015300000000000001,,,,https://www.ishares.com/us/products/239831/ishares-japan-largecap-etf
251,Equity,0.75,0.0022,2019-06-17 00:00:00.000000,0.0265,2019-06-18 10:37:35.024285,,405.0,,1.96,14.65,1200000.0,0.10800000000000001,0.0281,IGRO,64196592.0,0.0287,,,,https://www.ishares.com/us/products/283737/ishares-international-dividend-growth-etf-fund
252,Fixed Income,0.0,0.001,2019-06-17 00:00:00.000000,0.0226,2019-06-18 10:37:38.232328,0.38,276.0,35.0,,,5500000.0,0.009899999999999999,0.026000000000000002,IBDC,143355530.0,0.0227,0.0305,0.41,0.0256,https://www.ishares.com/us/products/254553/isharesbond-mar-2020-corporate-term-etf
253,Equity,0.86,0.0109,2019-06-17 00:00:00.000000,0.015600000000000001,2019-06-18 10:37:40.390994,,1.0,,,,150000.0,0.1265,0.0166,DEWJ,3989190.0,0.0167,,,,https://www.ishares.com/us/products/280774/ishares-adaptive-currency-hedged-msci-japan-etf
254,Equity,,0.002,2019-06-17 00:00:00.000000,0.015600000000000001,2019-06-18 10:37:42.758188,,466.0,,1.59,14.97,12900000.0,,0.0287,ESGD,803410043.0,0.025,,,,https://www.ishares.com/us/products/283778/
255,Equity,0.54,0.0025,2019-06-17 00:00:00.000000,0.0146,2019-06-18 10:37:45.248443,,170.0,,2.36,19.02,950000.0,0.1033,0.0286,EUMV,23808428.0,0.027200000000000002,,,,https://www.ishares.com/us/products/264611/ishares-msci-europe-minimum-volatility-etf
256,Fixed Income,-0.09,0.0015,2019-06-17 00:00:00.000000,0.02,2019-06-18 10:37:50.072488,4.5,75.0,,,,61900000.0,0.0285,0.0187,IEI,7746324558.0,0.0207,0.0216,4.78,0.0187,https://www.ishares.com/us/products/239455/ishares-37-year-treasury-bond-etf
257,Fixed Income,-0.03,0.0025,2019-06-17 00:00:00.000000,0.0202,2019-06-18 10:37:54.520831,,901.0,,,,20150000.0,0.035699999999999996,0.016200000000000003,CMF,1215362551.0,0.0213,0.0443,5.83,0.0182,https://www.ishares.com/us/products/239731/ishares-california-amtfree-muni-bond-etf
258,Equity,0.89,0.004699999999999999,2019-06-17 00:00:00.000000,0.009899999999999999,2019-06-18 10:38:01.317965,,46.0,,1.72,16.54,2640000.0,0.1426,0.0226,EWK,46749108.0,0.0254,,,,https://www.ishares.com/us/products/239610/ishares-msci-belgium-capped-etf
259,Equity,0.75,0.004699999999999999,2019-06-17 00:00:00.000000,0.014199999999999999,2019-06-18 10:38:05.840662,,958.0,,1.06,13.72,2000000.0,0.12029999999999999,0.0177,SCJ,135543425.0,0.0138,,,,https://www.ishares.com/us/products/239666/ishares-msci-japan-smallcap-etf
260,Equity,,0.0023,2019-06-17 00:00:00.000000,0.0178,2019-06-18 10:38:07.953115,,471.0,,2.26,18.53,800000.0,,0.0152,SMMD,35422882.0,0.0146,,,,https://www.ishares.com/us/products/288024/ishares-russell-2500-etf-fund
261,Fixed Income,,0.0008,2019-06-17 00:00:00.000000,0.029300000000000003,2019-06-18 10:38:12.254994,4.11,1022.0,80.0,,,1500000.0,,0.0274,IMTB,74716024.0,0.0296,0.0403,5.94,0.0305,https://www.ishares.com/us/products/285539/
262,Equity,0.95,0.010700000000000001,2019-06-17 00:00:00.000000,0.018500000000000003,2019-06-18 10:38:14.463343,,1.0,,,,100000.0,0.14679999999999999,0.0159,HJPX,2690166.0,0.015700000000000002,,,,https://www.ishares.com/us/products/279286/ishares-currency-hedged-jpx-nikkei-400-etf
